# command_history: vectorstats tmpsubjects.txt tmpdesign.csv tmpcontrast.csv tmpout -errors ise -force  (version=3.0_RC3-1423-g5bd25161)
0.836668520619246 -0.32650179091369 1.00038716832695 -1.16661172786512 1.11240827567467
