# command_history: vectorstats tmpsubjects.txt tmpdesign.csv tmpcontrast.csv tmpout -errors ise -force  (version=3.0_RC3-1423-g5bd25161-dirty)
23.9842080142611 -20.7294884684619 -0.106845299435333 -2.3352462747663 0.0125441299049809
