# command_history: /home/unimelb.edu.au/robertes/src/worktrees/tckdownsample/build_debug/bin/tck2metric tck2metric/curvature_decimation_phantom.tck -mean_curvature tck2metric/mean_curvature.csv -vertex_curvature tck2metric/vertex_curvature.tsf  (version=3.0.8-2077-g7da24486)
1.006481886,0.5010445714,0.3336512148,0.2501190305,0.2000693679,0.1667000353,0.142879352,0.1250144839,0.1111226678,0.1000088975,0.09091584384,0.08335559815,0.07695481181,0.07148821652,0.06670006365,0.06252197921,0.05884201825,0.05556467548,0.05264175311,0.05000657961,0.04762654006,0.04546309635,0.04348148778,0.04167161882,0.0400073491,0.0384680219,0.03703971952,0.03571857512,0.03448535129,0.03333600238,0.03226005286,0.03125345334,0.03030513041,0.02941610105,0.02857400663,0.02778007649,0.02702919394,0.02631700784,0.02564218268,0.02500220947,0.0243917685,0.02381048538,0.02325608954,0.02272807434,0.02222342044,0.02174034715,0.02127723768,0.02083421685,0.02040897869,0.02000071481,0.01960846782,0.01923098788,0.0188682396,0.0185190849,0.01818210445,0.01785774902,0.01754403487,0.01724207401,0.01694960706,0.01666706987,0.01639381982,0.01612934098,0.01587338559,0.01562537439,0.01538504194,0.01515192911,0.01492568105,0.01470634714,0.01449317299,0.01428598538,0.01408481132,0.01388912182,0.0136989411,0.0135135185,0.01333355159,0.0131581435,0.01298725046,0.01282070577,0.01265851036,0.01250019763,0.0123458663,0.01219524816,0.01204836834,0.01190496143,0.0117648989,0.01162810251,0.01149440091,0.01136376522,0.01123604365,0.01111132558,0.01098913513,0.01086976286,0.01075282879,0.01063838415,0.01052644942,0.01041672006,0.01030937489,0.01020417921,0.01010108367,0.01000010688,0,0.1436308473,0.1138946116,0.09501169622,0.08250463754,0.07230971009,0.06451871246,0.05833539367,0.05327102169,0.04906370118,0.04538822919,0.04219145328,0.03941714019,0.03703882173,0.03497821465,0.0330222398,0.03129484877,0.02975454368,0.02838682197,0.02712850086,0.026011521,0.0249459371,0.02395551652,0.0230429545,0.02219308354,0.02144714072,0.02071570605,0.02001069114,0.01937980764,0.01877423376,0.01821495779,0.01770113409,0.01721305586,0.01673064195,0.01629842445,0.01586454175,0.01545129158,0.01508727111,0.014714472,0.01436580252,0.01403665077,0.01373037789,0.01341128349,0.01313861553,0.01285301708,0.01258796174,0.01233964507,0.0120937461,0.01186295506,0.01163604669,0.0114211794,0.01120992657,0.01100706682,0.01080908254,0.01062581129,0.01044190116,0.01026568562,0.01009574719,0.009933388792,0.009773831815,0.009615844116,0.009470712394,0.0093236994,0.009186952375
