# command_history: vectorstats tmpsubjects.txt tmpdesign.csv tmpcontrast.csv tmpout -ftests tmpftests.csv -force  (version=3.0_RC3-1423-g5bd25161)
-14.3646029978518 12.0698870484139 -1.79113755487705 -0.910270178407654 -0.6194910652965
