# command_history: vectorstats tmpsubjects.txt tmpdesign.csv tmpcontrast.csv tmpout -errors ise -force  (version=3.0_RC3-1423-g5bd25161-dirty)
20.996755860882 -1.64798559787073 -1.95774155583534 2.49231270043092 0.628521687693161
