# command_history: vectorstats tmpsubjects.txt tmpdesign.csv tmpcontrast.csv tmpout -ftests tmpftests.csv -force  (version=3.0_RC3-1423-g5bd25161)
206.341819285892 145.682173361469 3.20817374049094 0.828591797698303 0.383769179982192
