# command_history: /home/unimelb.edu.au/robertes/src/3.0.5/bin/tcksample tracks.tck tcksample/fa.mif -stat_tck mean -precise -use_tdi_fraction tcksample/input4d_precise_tdifrac_statmean_1.csv  (version=3.0.5-dirty)
# command_history: /home/unimelb.edu.au/robertes/src/3.0.5/bin/tcksample tracks.tck tcksample/adc.mif -stat_tck mean -precise -use_tdi_fraction tcksample/input4d_precise_tdifrac_statmean_2.csv  (version=3.0.5-dirty)
# This file has been created by manually stitching together
#   two independent outputs from the 3.0.5 version of tcksample
#   in order to predict the output of the 3.1.0 version of tcksample
#   when run as a 4D image as input
# These data were additionally transposed using numpy
4.973638336999999798e-03 1.972519931000000072e-05
5.117658060000000383e-03 3.323268537999999684e-05
9.461804293000000005e-03 2.048967871999999871e-05
3.249907865999999979e-02 2.780501380999999780e-04
9.424882940999999154e-03 5.420666639000000086e-05
9.964165278000000278e-03 3.511384784000000326e-05
5.480363034000000112e-03 4.519863433000000189e-05
9.453193284999999654e-03 3.465316330999999893e-05
8.494144305999999991e-03 1.812832669999999959e-05
8.638097904999999382e-03 2.409829358000000016e-05
1.000053155999999950e-02 2.681282239999999842e-05
1.158352848000000074e-02 1.026663885999999935e-04
1.556898653999999951e-02 1.258109114000000018e-04
6.101249530999999782e-02 8.285092190000000519e-04
1.396861672000000026e-02 7.692176587000000532e-05
1.180642563999999978e-02 3.946421201999999984e-05
4.289955366000000082e-03 2.236654473000000118e-05
9.825402870999999996e-03 4.026023089000000125e-05
1.574017852999999925e-02 1.222352002999999997e-04
1.561016682999999926e-02 6.234229659000000334e-05
1.664830558000000155e-02 7.387548976000000457e-05
6.789935752999999574e-03 6.039718210000000073e-05
8.119636214999999962e-03 3.125298463000000251e-05
5.154440552000000286e-02 1.431138225999999949e-04
7.772192358999999683e-03 1.968681680999999906e-05
4.941459744999999668e-03 6.754327477999999628e-05
8.300578221999999409e-03 3.896809358000000135e-05
1.019074208999999967e-02 2.906528970999999867e-05
2.063427119999999837e-02 2.088427718000000126e-04
9.889602661000000336e-03 5.524000880999999753e-05
7.145150565000000197e-03 1.784693267999999929e-05
1.127851568000000013e-02 4.275309766000000278e-05
5.535283591999999586e-03 2.219788621000000112e-05
5.114847421999999671e-02 3.266226266999999912e-04
5.648873746000000057e-03 2.449769453999999850e-05
9.421014227000000518e-03 2.134308852000000055e-05
4.087002947999999851e-03 7.140918751000000636e-05
4.283867775999999905e-02 1.722470479000000126e-04
1.059768349000000075e-02 2.970020067999999891e-05
9.493395685999999820e-03 4.225060547000000056e-05
9.711842983999999582e-03 2.914793730999999839e-05
1.260958239000000043e-02 9.639294148999999695e-05
1.665916293999999964e-02 6.173102884000000452e-05
4.479972179999999748e-03 1.575942223999999962e-05
7.218202110000000379e-03 2.035495345000000111e-05
1.062069087999999994e-01 7.779164007000000059e-04
1.118679065000000028e-02 6.191717694000000219e-05
1.133414265000000018e-02 5.113974111999999768e-05
5.958480759999999939e-03 3.053049295000000022e-05
2.940759994000000186e-03 1.411532138999999922e-05
5.592253525000000225e-03 8.973784861000000412e-05
1.657141930999999832e-02 5.407818752999999864e-05
7.416771725000000093e-03 3.158989057000000003e-05
1.120858173999999922e-02 3.439130887000000074e-05
2.067201956999999840e-02 7.745892070999999706e-05
9.022145532000000120e-03 2.444426172999999977e-05
1.383932120999999994e-02 7.525225374000000318e-05
5.007066763999999670e-03 2.204670817999999894e-05
1.768952981000000008e-02 1.037098626999999985e-04
1.334332023000000048e-02 2.255250547000000022e-05
2.433326468000000103e-02 8.969116607000000190e-05
7.789442316000000192e-03 4.755586996999999825e-05
7.937086746000000803e-03 2.801034497999999856e-05
5.722872912999999763e-03 3.420555730999999690e-05
4.906341899000000138e-03 9.416147077000000434e-05
1.198584492999999959e-02 5.733971556999999705e-05
5.928774829999999656e-03 3.585659214999999703e-05
6.345697679000000292e-03 1.582169351999999986e-05
7.900852709999999640e-03 4.188141611000000041e-05
5.701505578999999796e-03 2.116509858999999935e-05
1.651949063000000134e-02 6.884960021000000540e-05
7.628608494999999587e-03 4.124650149999999966e-05
7.444166113000000307e-03 3.109896716000000189e-05
7.083056960000000402e-03 3.575317169000000059e-05
5.075509659999999715e-03 3.304200800000000167e-05
6.564673967999999638e-03 5.337015318000000105e-05
3.697018372000000080e-03 1.490277099999999969e-05
1.566940919000000057e-02 5.341485302999999667e-05
9.380550123999999157e-03 7.790080416999999589e-05
6.475858390000000311e-03 3.090469909000000148e-05
7.035833317999999614e-03 1.106959097999999958e-04
1.420414727000000009e-02 6.448301428000000599e-05
7.547848392000000399e-03 4.298795830000000238e-05
6.189307197999999871e-03 6.068407673999999882e-05
7.348209619999999768e-03 1.757812970000000090e-05
2.640551329000000169e-02 1.356454450000000038e-04
1.043133903000000029e-02 7.764725887999999424e-05
1.313242036999999994e-02 8.906439325000000047e-05
2.008769474999999929e-02 3.938823284000000317e-05
6.435379385999999945e-03 2.764448981999999841e-05
6.411042530000000093e-03 3.285881758000000106e-05
8.768240921000000285e-03 2.305404268999999948e-05
1.415249518999999942e-02 2.383140235999999879e-04
9.774277918000000287e-03 3.160971027999999911e-05
1.413586455999999922e-02 1.466052344999999946e-04
1.049464381999999987e-02 4.630562397999999860e-05
3.055532462999999838e-02 2.196398564000000037e-04
1.413435767999999919e-02 1.300754665999999881e-04
6.663019303000000150e-03 3.058340734999999904e-05
7.061966694999999641e-03 2.296208912999999924e-05
5.850375163999999885e-03 4.069011992999999782e-05
1.865000649999999996e-02 7.450530393000000186e-05
8.249104954000000683e-03 2.197116373000000016e-05
1.215749233999999929e-02 3.734291748999999923e-05
4.814288020000000168e-02 1.410982222000000004e-04
7.472147047999999625e-02 5.735944142000000065e-04
1.345358137000000030e-02 7.646480662999999560e-05
5.817451514000000073e-03 7.753865066000000200e-05
5.283677950999999748e-03 4.356412319000000152e-05
9.770180099000000742e-03 4.208965401999999835e-05
8.523290046000000023e-03 2.812185085000000112e-05
6.856504828000000405e-03 4.041427382999999876e-05
8.515968918999999859e-03 1.766626336999999964e-05
1.147241239000000058e-02 8.800590148999999467e-05
4.205340519999999777e-03 1.471486847999999951e-05
8.283763192999999206e-03 6.525426579000000366e-05
1.187161915000000019e-02 8.933629578999999644e-05
3.277786075999999937e-02 5.336787581000000208e-05
1.344545372000000016e-02 2.273526297000000166e-05
1.329268328999999929e-02 1.149335875999999942e-04
1.361442730000000066e-02 6.556269364000000483e-05
7.666165009000000356e-03 2.101091923000000038e-05
