# command_history: /home/unimelb.edu.au/robertes/src/3.0.5/bin/tcksample tracks.tck tcksample/fa.mif -stat_tck mean -precise tcksample/input4d_precise_statmean_1.csv  (version=3.0.5-dirty)
# command_history: /home/unimelb.edu.au/robertes/src/3.0.5/bin/tcksample tracks.tck tcksample/adc.mif -stat_tck mean -precise tcksample/input4d_precise_statmean_2.csv  (version=3.0.5-dirty)
# The results from two independent executions of the 3.0.5 version of tcksample
#   have been manually stitched together
#   in order to represent the expected outcome from the 3.1.0 version of tcksample
#   when executed with a 4D image as input
# The data were additionally transposed using numpy
1.900261193999999987e-01 2.711740111999999954e+02
1.270470767999999917e-01 3.064940186000000040e+02
2.885050476000000086e-01 2.123026275999999939e+02
1.099208593000000067e-01 4.892176514000000225e+02
1.440528631000000115e-01 2.799287108999999987e+02
2.136760651999999872e-01 2.196281280999999979e+02
1.512984186000000120e-01 3.660126647999999818e+02
1.908782423000000006e-01 2.018836823000000038e+02
2.657813131999999801e-01 2.105635680999999977e+02
2.840095758000000248e-01 2.293425903000000119e+02
2.514597476000000054e-01 2.625770873999999822e+02
1.307205707000000106e-01 3.579597473000000036e+02
1.118080466999999967e-01 4.085993042000000059e+02
7.704909891000000233e-02 5.868208617999999888e+02
1.178912222000000065e-01 3.369663391000000274e+02
1.735476254999999968e-01 1.921857300000000066e+02
1.247051656000000008e-01 2.440016784999999970e+02
2.056101858999999921e-01 2.906805420000000026e+02
1.420665979000000079e-01 3.339511413999999832e+02
1.616280675000000000e-01 2.533192749000000106e+02
1.690611093999999925e-01 3.319627990999999838e+02
1.434292494999999945e-01 3.512214660999999865e+02
1.554249674000000025e-01 2.104068756000000064e+02
1.802375763999999880e-01 2.531810608000000116e+02
2.322233170000000124e-01 1.808375701999999876e+02
7.354383915999999910e-02 5.128860474000000522e+02
1.345074176999999926e-01 2.149167785999999865e+02
2.387623041999999973e-01 2.236976471000000117e+02
1.052457839000000006e-01 4.631538696000000073e+02
1.261133849999999945e-01 2.711287537000000043e+02
2.510453760999999950e-01 2.191695099000000084e+02
1.670684218000000054e-01 2.068309174000000041e+02
1.832557172000000012e-01 2.204521790000000010e+02
1.085805296999999975e-01 2.953209838999999874e+02
1.849212944999999997e-01 2.149814452999999901e+02
2.784762383000000119e-01 2.453176727000000028e+02
6.507241726000000115e-02 4.938692626999999788e+02
1.615493000000000068e-01 2.399505157000000111e+02
2.215017079999999916e-01 2.033652648999999997e+02
1.786288172000000118e-01 2.821686096000000248e+02
2.290357500000000102e-01 2.196569365999999945e+02
1.267048419000000037e-01 4.176537475999999742e+02
2.137718349999999934e-01 2.468892059000000074e+02
1.802745907999999952e-01 2.274299622000000056e+02
