# command_history: /home/unimelb.edu.au/robertes/src/3.0.5/bin/tcksample tracks.tck tcksample/fa.mif -stat_tck max tcksample/input3d_interplinear_statmax.csv  (version=3.0.5-dirty)
0.2148274183,0.1714984179,0.3529965281,0.1769014597,0.2694320679,0.3463717997,0.173162967,0.2080021948,0.3764143884,0.3646390438,0.3637400568,0.1961122453,0.1327368915,0.0991994217,0.2348255217,0.1955671161,0.2550005019,0.2912011743,0.2264921367,0.2307462394,0.2336813062,0.1982842386,0.1892849058,0.2443406731,0.3590504527,0.09620752186,0.1881715357,0.2955130935,0.1355676055,0.1776248217,0.3195542693,0.1851874739,0.3438253701,0.1130015776,0.3075779676,0.4140497446,0.1258394122,0.1853004396,0.231795013,0.1789432168,0.2368043959,0.1441346705,0.2765490413,0.2627887726,0.2241069973,0.1362502575,0.1398916543,0.3024420738,0.2177803814,0.1714277118,0.1227636263,0.20590958,0.1650460958,0.2395910919,0.2351769209,0.3761369288,0.1487874836,0.2797997296,0.1470784247,0.4497328401,0.2137420326,0.139407143,0.1973863393,0.2134376168,0.09074659646,0.2212173045,0.1613447368,0.3534069359,0.2107085586,0.3156737089,0.3013883829,0.2307156622,0.1841472536,0.1719513685,0.1450683177,0.157420367,0.1801001579,0.1886372864,0.2130044997,0.1711392403,0.08553663641,0.2500503361,0.236466527,0.1966540664,0.3536705673,0.1704002619,0.1953446567,0.1718359739,0.4231985211,0.2705465555,0.2223820984,0.3547804356,0.1235012263,0.3115154803,0.1802050769,0.3279411197,0.2144812793,0.16674757,0.3136791587,0.2529064417,0.1871685535,0.2208456844,0.2779458165,0.3435970843,0.2230340987,0.1800827831,0.1525916159,0.1106921732,0.1767812371,0.1578098983,0.2139172852,0.1963270903,0.3790228069,0.1855226904,0.3322855234,0.1655676663,0.1228489131,0.3982185721,0.4221697748,0.2143951207,0.2238179892,0.3992338181,0.4551322758,0.1259610951,0.3875373602,0.1729262471,0.2353308946,0.2609072924,0.1529409587,0.3164854348,0.2124623656,0.4006299973,0.4832442701,0.2424982339,0.2173030823,0.2227770388,0.1609119922,0.1734130383,0.2628575563,0.3940317631,0.3285005391,0.3704457283,0.4107214212,0.2053588629,0.4018257856,0.2583110332,0.159582153,0.1606691331,0.3537146747,0.4460087717,0.2352615297,0.1804685891,0.2133585513,0.3906137049,0.3478358686,0.3212780356,0.1734394729,0.2548679709,0.168976754,0.239615351,0.1600318253,0.3742339015,0.202401787,0.4068403542,0.3916791081,0.4297281802,0.4854645729,0.1910564899,0.3329825401,0.2266027629,0.2980546951,0.1745540351,0.1913440824,0.464009881,0.3434997797,0.1893255115,0.3994312286,0.2275260985,0.2082326561,0.1673462987,0.1883482635,0.1039814353,0.3455337882,0.3618913591,0.38988325,0.1669366062,0.4023874402,0.4072646797,0.3425980508,0.3014709949,0.1548712999,0.2641961873,0.2202706337,0.210784018,0.2716206014,0.2176695913,0.4690446258,0.2599333227,0.2029189169,0.3120247722,0.2388740182,0.1465816796,0.2112015337,0.2749474049,0.4157948792,0.1771742404,0.3697964847,0.3549962938,0.2472974658,0.3254033923,0.1575176269,0.09619212151,0.3227641582,0.1756093353,0.3926212192,0.2030526102,0.1615560949,0.1409378052,0.2373391837,0.3880095184,0.4277228117,0.325450778,0.2074218839,0.3263795078,0.1822778285,0.0980894044,0.1737683415,0.2029957324,0.1999928504,0.3988977969,0.4372707605,0.3196680546,0.3260656893,0.2937829196,0.2260071486,0.2302533537,0.2908644378,0.3826613724,0.2975127399,0.1841922998,0.1720479131,0.2555390596,0.2812650204,0.2625625432,0.1964592487,0.2534455061,0.3587939143,0.223117277,0.1872660071,0.2497900724,0.3641821444,0.2961677313,0.2989984751,0.2103386968,0.3455023766,0.2155411988,0.3518542647,0.1689704359,0.1120702028,0.3505536914,0.1885837168,0.3700340986,0.1383911967,0.2038965821,0.1651643217,0.345300734,0.3763141632,0.2411746532,0.3766737878,0.1701030284,0.2160686851,0.3708540797,0.2135106027,0.3582868874,0.4429588318,0.2012839466,0.3631379008,0.1699101031,0.2775622904,0.1607950926,0.1833550036,0.2494021654,0.2226057649,0.3943230808,0.1948752403,0.1162513494,0.2156937718,0.298038125,0.1435480714,0.2575619817,0.2926182747,0.2492159456,0.1233222112,0.1418127567,0.4396997392,0.137593329,0.236092031,0.3696250021,0.1070369631,0.2279700786,0.4144713879,0.4860482216,0.2798534334,0.3931319416,0.1690044254,0.1719848812,0.2323500514,0.201154083,0.3907746971,0.3975270689,0.4100876451,0.2990891933,0.4055256248,0.3570124507,0.1362244487,0.1807574779,0.2114905566,0.1481389999,0.2183098197,0.2122696191,0.2519822419,0.247420311,0.1021818072,0.3848897219,0.3962347806,0.2823886275,0.1748008281,0.2211247981,0.2208626121,0.3230422437,0.1479209065,0.1752829701,0.2938248515,0.2151848078,0.1660500169,0.3371033669,0.3359459639,0.3094699681,0.2289596051,0.2608251274,0.2394380271,0.1392406374,0.1568451822,0.2295618355,0.334362179,0.1835714579,0.1890910566,0.218399629,0.2371909916,0.1286165118,0.3045064807,0.2190451324,0.3729360104,0.3915032148,0.264070183,0.3981999755,0.4070062637,0.1514392197,0.3213223815,0.3403632641,0.1559919715,0.1320235729,0.1593497694,0.3337363601,0.2710591853,0.1975493282,0.3334276676,0.3128483593,0.2167789042,0.2059980929,0.2553383112,0.2388355136,0.3328912556,0.2479302585,0.343498677,0.4083431363,0.09209246188,0.4390200078,0.1822224855,0.3966907561,0.2879480124,0.244650051,0.2262617648,0.2174621969,0.2298724055,0.1551223993,0.1571764499,0.2232630551,0.2974088192,0.3622469902,0.2213705033,0.1765704155,0.3780677021,0.1966802329,0.2653648853,0.2009409219,0.3514328003,0.08597617596,0.2718103826,0.1644910872,0.1081041172,0.2638146281,0.2003678977,0.3528000116,0.3730060458,0.3758412004,0.220013231,0.2552968264,0.2014691681,0.3753590286,0.1655330062,0.387914747,0.2529346347,0.1865037978,0.3196330667,0.3783846498,0.209543556,0.2873806357,0.22154212,0.4539660513,0.2042057365,0.3546754122,0.3748206794,0.2467033267,0.1718747765,0.3469936848,0.2267142236,0.2145086676,0.211858511,0.2365704775,0.1475176364,0.1868791878,0.3140770197,0.1679555774,0.1997359991,0.2055377513,0.3654458523,0.2351443172,0.2951002717,0.1667908877,0.1955769509,0.4226517081,0.3524095118,0.2146047503,0.3154662251,0.4305248857,0.2946308255,0.3108521402,0.2329943031,0.3634912372,0.1408361197,0.310223192,0.2020119727,0.2015342414,0.1699666679,0.2501939535,0.113443099,0.1947127581,0.1759290099,0.4305170178,0.3314673305,0.2657966614,0.3715397716,0.2022178322,0.2176015526,0.1237748191,0.3870268166,0.390201211,0.4723589718,0.4393313229,0.1643021405,0.2440382689,0.157219559,0.3977492452,0.3387067914,0.3026940823,0.2341413498,0.4436715841,0.2029384673,0.3850056827,0.232683152,0.2021683604,0.1992655694,0.2254997194,0.3850731254,0.3267584145,0.1801142544,0.2442836165,0.1988586634,0.3567224145,0.2655628026,0.3532095253,0.2150791287,0.2139752954,0.1148417592,0.2272225618,0.2689978778,0.3366820812,0.1316982508,0.2262208313
