# command_history: vectorstats tmpsubjects.txt tmpdesign.csv tmpcontrast.csv tmpout -errors ise -force  (version=3.0_RC3-1423-g5bd25161-dirty)
7.33384752396613 -7.04337558382403 -0.105060722006914 -2.12204461877402 0.0123369130112641
