# /home/unimelb.edu.au/robertes/src/3.0.4/bin/mrhistogram dwi.mif mrhistogram/bins.txt -bins 100  (version=3.0.4-dirty)
5.23,15.69,26.15,36.61,47.07,57.53,67.99,78.45,88.91,99.37,109.83,120.29,130.75,141.21,151.67,162.13,172.59,183.05,193.51,203.97,214.43,224.89,235.35,245.81,256.27,266.73,277.19,287.65,298.11,308.57,319.03,329.49,339.95,350.41,360.87,371.33,381.79,392.25,402.71,413.17,423.63,434.09,444.55,455.01,465.47,475.93,486.39,496.85,507.31,517.77,528.23,538.69,549.15,559.61,570.07,580.53,590.99,601.45,611.91,622.37,632.83,643.29,653.75,664.21,674.67,685.13,695.59,706.05,716.51,726.97,737.43,747.89,758.35,768.81,779.27,789.73,800.19,810.65,821.11,831.57,842.03,852.49,862.95,873.41,883.87,894.33,904.79,915.25,925.71,936.17,946.63,957.09,967.55,978.01,988.47,998.93,1009.39,1019.85,1030.31,1040.77,
8,8,17,13,19,9,8,6,1,4,3,3,5,6,6,15,18,23,11,8,16,8,14,12,16,10,12,16,10,8,7,5,7,6,7,2,5,4,7,1,7,5,2,10,2,1,3,2,2,2,2,2,1,0,1,1,2,1,3,2,0,2,2,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,
4,9,22,19,13,11,7,0,3,5,4,3,6,8,20,11,14,14,11,13,10,14,8,19,13,11,14,9,12,8,4,6,6,8,6,2,7,5,5,2,6,5,9,2,2,1,4,4,1,1,1,2,1,1,1,1,0,3,2,2,1,1,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,
49,94,100,79,73,16,14,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,89,106,80,62,33,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,86,106,61,82,36,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64,119,100,87,49,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,96,93,84,61,33,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,96,110,95,57,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,97,105,81,66,27,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
